film_id,avg_rental_cost,avg_hours_rented,avg_hours_rental_allowed,category_id,language_id,hours_length,avg_replacement_cost,rating,description,special_features,actors_in_film,actor_list,total_actor_fame,total_actor_influence,num_rent
618,2.923333,110.4,72.0,7,1,2.2,21.99,PG,A Astounding Epistle of a Database Administrator And a Mad Scientist who must Pursue a Cat in California,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",8,"92,99,3,7,33,38,174,192",214.0,845.0,15
619,3.832105,133.6316,72.0,15,1,2.6833,20.99,R,A Fanciful Reflection of a Crocodile And a Astronaut who must Outrace a Feminist in An Abandoned Amusement Park,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",7,"28,38,80,81,95,114,168",207.0,783.0,19
620,4.275714,110.9286,120.0,14,1,2.1833,23.99,NC-17,A Lacklusture Reflection of a Monkey And a Squirrel who must Outrace a Womanizer in A Manhattan Penthouse,{'Trailers'},5,"55,88,99,122,136",123.0,505.0,14
621,4.312581,132.7742,120.0,8,1,1.25,23.99,PG-13,A Unbelieveable Reflection of a Butler And a Boat who must Outgun a Mad Scientist in California,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",3,"43,50,93",83.0,326.0,31
622,3.275714,131.5714,96.0,6,1,2.65,25.99,G,A Action-Packed Character Study of a Dog And a Lumberjack who must Outrace a Moose in The Gulf of Mexico,"{'Deleted Scenes', 'Trailers'}",8,"80,99,109,116,192,166,174,180",200.0,824.0,7
623,2.813529,128.0588,96.0,9,1,1.25,9.99,PG,A Intrepid Character Study of a Moose And a Waitress who must Find a A Shark in Ancient India,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",4,"190,72,86,125",111.0,405.0,17
624,6.79,108.24,72.0,10,1,2.4833,25.99,PG,A Brilliant Display of a Robot And a Butler who must Fight a Waitress in An Abandoned Mine Shaft,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2,"102,134",63.0,212.0,25
625,3.138148,121.8077,72.0,14,1,1.3833,18.99,NC-17,A Boring Reflection of a Secret Agent And a Astronaut who must Face a Composer in A Manhattan Penthouse,"{'Commentaries', 'Trailers'}",6,"110,145,171,181,187,28",180.0,655.0,27
626,4.048824,126.2353,120.0,3,1,0.95,12.99,G,A Unbelieveable Character Study of a Mad Scientist And a Astronaut who must Find a Pioneer in A Manhattan Penthouse,{'Behind the Scenes'},6,"15,158,167,168,74,132",170.0,625.0,17
627,5.99,95.1818,96.0,6,1,1.1167,9.99,NC-17,A Beautiful Character Study of a Mad Cow And a Robot who must Reach a Womanizer in New Orleans,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",5,"95,138,51,73,153",126.0,487.0,11
628,4.39,142.45,120.0,15,1,2.8667,24.99,PG,A Boring Character Study of a Boy And a A Shark who must Outrace a Womanizer in The Outback,{'Trailers'},8,"167,180,70,79,135,198,197,189",219.0,835.0,20
629,1.847143,161.7143,168.0,6,1,2.1333,9.99,NC-17,A Amazing Epistle of a Woman And a Squirrel who must Fight a Hunter in A Baloon,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",2,"145,150",62.0,225.0,14
630,1.39,117.5,168.0,7,1,0.8,19.99,PG-13,A Thoughtful Display of a Butler And a Womanizer who must Find a Waitress in The Canadian Rockies,"{'Commentaries', 'Trailers'}",2,"155,85",62.0,233.0,10
631,2.779474,125.1053,96.0,15,1,1.0667,11.99,G,A Fanciful Display of a Student And a Teacher who must Outgun a Crocodile in Nigeria,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",6,"83,86,149,12,185,102",193.0,687.0,19
632,5.99,120.1111,120.0,13,1,2.4167,10.99,NC-17,A Thoughtful Drama of a Explorer And a Womanizer who must Meet a Teacher in California,"{'Behind the Scenes', 'Trailers'}",2,"50,58",64.0,239.0,9
633,5.808182,131.8182,144.0,4,1,0.9,10.99,PG-13,A Taut Epistle of a Monkey And a Boy who must Confront a Husband in A Jet Boat,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",5,"63,90,121,7,148",121.0,477.0,11
634,1.59,127.0667,144.0,8,1,0.8,14.99,NC-17,A Thrilling Yarn of a Feminist And a Madman who must Battle a Hunter in Berlin,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",5,"151,169,22,79,98",136.0,552.0,15
635,0.99,121.1667,168.0,13,1,0.9667,15.99,PG,A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert,{'Behind the Scenes'},9,"133,58,77,1,4,12,15,26,196",249.0,967.0,6
636,2.99,156.7,120.0,12,1,2.6833,12.99,PG,A Boring Story of a Teacher And a Monkey who must Succumb a Forensic Psychologist in A Jet Boat,"{'Commentaries', 'Deleted Scenes'}",10,"54,72,86,139,162,183,99,119,11,23",275.0,1069.0,10
637,5.418571,114.8095,168.0,14,1,2.1833,16.99,PG,A Lacklusture Drama of a Secret Agent And a Explorer who must Discover a Car in A U-Boat,"{'Commentaries', 'Trailers'}",9,"7,27,31,158,186,57,74,107,132",254.0,959.0,21
638,3.249259,109.3462,168.0,5,1,2.6,23.99,G,A Intrepid Character Study of a Man And a Frisbee who must Overcome a Madman in Ancient China,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",3,"191,58,71",80.0,310.0,27
639,5.143846,109.6667,168.0,8,1,1.5333,9.99,PG,A Fateful Epistle of a Crocodile And a Moose who must Kill a Explorer in Nigeria,{'Deleted Scenes'},6,"61,103,106,138,172,182",163.0,622.0,13
640,5.99,118.0909,120.0,9,1,1.7,21.99,R,A Fast-Paced Drama of a Hunter And a Boy who must Discover a Feminist in The Sahara Desert,"{'Commentaries', 'Deleted Scenes'}",4,"184,129,72,199",100.0,401.0,11
641,2.823333,126.75,96.0,9,1,1.2667,21.99,PG-13,A Astounding Documentary of a Butler And a Womanizer who must Face a Dog in A U-Boat,"{'Commentaries', 'Trailers'}",5,"97,118,120,127,145",140.0,537.0,24
643,4.754706,101.5294,72.0,7,1,1.9667,22.99,R,A Astounding Epistle of a Technical Writer And a Teacher who must Fight a Squirrel in The Sahara Desert,"{'Commentaries', 'Deleted Scenes'}",4,"81,20,103,111",129.0,457.0,17
644,3.35,119.44,168.0,2,1,1.9167,29.99,PG,A Insightful Tale of a Database Administrator And a Dog who must Face a Madman in Soviet Georgia,{'Behind the Scenes'},6,"59,93,161,165,19,26",168.0,652.0,25
645,3.468261,118.5652,168.0,16,1,1.9667,18.99,PG,A Lacklusture Documentary of a Mad Cow And a Madman who must Sink a Moose in The Gulf of Mexico,{'Deleted Scenes'},4,"48,50,75,171",110.0,433.0,23
646,1.72913,118.2174,144.0,10,1,2.8167,12.99,NC-17,A Unbelieveable Yarn of a Database Administrator And a Woman who must Succumb a A Shark in A U-Boat,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",5,"156,29,64,79,84",140.0,530.0,23
647,2.99,129.1053,96.0,12,1,2.15,18.99,NC-17,A Thoughtful Drama of a Husband And a Secret Agent who must Pursue a Database Administrator in Ancient India,"{'Deleted Scenes', 'Trailers'}",4,"140,150,116,131",115.0,439.0,20
648,5.275714,117.6154,168.0,16,1,2.4667,17.99,PG-13,A Thoughtful Story of a Astronaut And a Composer who must Conquer a Dog in The Sahara Desert,"{'Commentaries', 'Trailers'}",7,"108,61,76,186,22,39,42",187.0,720.0,14
649,3.99,96.5,96.0,2,1,1.4167,14.99,R,A Epic Yarn of a Mad Scientist And a Cat who must Confront a Womanizer in A Baloon Factory,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",11,"23,54,61,147,172,177,105,119,122,136,195",320.0,1233.0,24
650,2.615,95.7083,72.0,6,1,2.4,27.99,G,A Thrilling Yarn of a Dog And a Moose who must Kill a Pastry Chef in A Manhattan Penthouse,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",8,"179,184,5,9,59,76,110,128",221.0,825.0,24
651,2.762727,104.8182,72.0,2,1,1.4,20.99,PG-13,A Epic Display of a Sumo Wrestler And a Forensic Psychologist who must Build a Woman in An Abandoned Amusement Park,{'Trailers'},1,32,23.0,98.0,22
652,2.847143,112.2857,72.0,4,1,2.1,14.99,R,A Emotional Drama of a Boy And a Technical Writer who must Redeem a Sumo Wrestler in California,"{'Deleted Scenes', 'Trailers'}",5,"20,28,108,133,168",156.0,584.0,14
653,7.418571,126.4286,72.0,11,1,1.7,15.99,G,A Fanciful Display of a Teacher And a Crocodile who must Succumb a Girl in A Baloon,"{'Commentaries', 'Deleted Scenes'}",3,"161,116,24",80.0,322.0,7
654,7.39,151.8,96.0,10,1,1.55,19.99,G,A Touching Documentary of a Dentist And a Sumo Wrestler who must Overcome a Boy in The Gulf of Mexico,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",8,"106,112,121,122,186,68,70,87",200.0,798.0,15
655,5.923333,118.7333,120.0,14,1,1.8167,22.99,NC-17,A Brilliant Panorama of a Moose And a Man who must Reach a Teacher in The Gulf of Mexico,"{'Deleted Scenes', 'Behind the Scenes'}",5,"83,101,108,134,161",154.0,569.0,15
656,3.615,127.75,72.0,16,1,2.1333,9.99,PG,A Fanciful Display of a Car And a Monkey who must Escape a Squirrel in Ancient Japan,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",3,"97,113,118",79.0,323.0,8
657,4.434444,126.5556,120.0,5,1,0.8,12.99,PG-13,A Intrepid Yarn of a Car And a Moose who must Outrace a Crocodile in A Manhattan Penthouse,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",4,"104,109,180,41",107.0,414.0,18
658,3.347143,141.7143,168.0,11,1,2.0167,19.99,PG-13,A Intrepid Story of a Squirrel And a Crocodile who must Defeat a Monkey in The Outback,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",6,"151,121,54,60,65,195",172.0,663.0,14
659,7.615,122.0,72.0,1,1,1.8167,14.99,PG-13,A Taut Epistle of a Sumo Wrestler And a Girl who must Face a Husband in Ancient Japan,"{'Deleted Scenes', 'Trailers'}",6,"106,120,143,162,165,174",168.0,658.0,8
660,3.451538,124.7692,168.0,5,1,1.7833,11.99,PG,A Fateful Display of a Technical Writer And a Butler who must Battle a Sumo Wrestler in An Abandoned Mine Shaft,"{'Behind the Scenes', 'Trailers'}",2,"143,160",51.0,183.0,13
661,5.605385,108.3846,120.0,9,1,2.6167,17.99,PG-13,A Intrepid Tale of a Madman And a Astronaut who must Challenge a Hunter in A Monastery,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",6,"145,157,172,184,96,115",165.0,647.0,13
662,8.19,144.5,72.0,7,1,1.9667,9.99,PG,A Astounding Documentary of a Butler And a Cat who must Find a Frisbee in Ancient China,"{'Behind the Scenes', 'Trailers'}",5,"101,37,188,49,92",159.0,589.0,10
663,1.305789,101.3158,168.0,4,1,1.65,29.99,NC-17,A Emotional Epistle of a Squirrel And a Robot who must Confront a Lumberjack in Soviet Georgia,"{'Commentaries', 'Trailers'}",4,"74,90,20,37",126.0,455.0,19
664,3.49,133.4375,144.0,1,1,1.0833,12.99,PG,A Taut Saga of a Robot And a Database Administrator who must Challenge a Astronaut in California,"{'Deleted Scenes', 'Trailers'}",4,"52,145,125,187",118.0,426.0,16
665,4.468261,118.087,96.0,11,1,2.9167,22.99,PG,A Thrilling Documentary of a Composer And a Secret Agent who must Succumb a Cat in Berlin,{'Commentaries'},9,"185,140,151,5,42,60,68,72,128",265.0,990.0,23
666,6.365,112.5625,96.0,7,1,2.4167,27.99,PG-13,A Awe-Inspiring Reflection of a Boy And a Man who must Discover a Moose in The Sahara Desert,"{'Commentaries', 'Deleted Scenes'}",3,"112,121,73",76.0,300.0,16
667,6.060714,135.7692,72.0,15,1,2.6667,20.99,PG-13,A Action-Packed Drama of a Monkey And a Dentist who must Chase a Butler in Berlin,"{'Commentaries', 'Behind the Scenes'}",5,"73,75,32,33,172",122.0,502.0,14
668,5.29,108.3,168.0,15,1,1.3333,25.99,PG,A Insightful Reflection of a Boat And a Secret Agent who must Vanquish a Astronaut in An Abandoned Mine Shaft,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",5,"144,182,34,191,88",134.0,510.0,20
670,7.259231,140.6538,96.0,6,1,0.8,17.99,PG,A Epic Documentary of a Boy And a Monkey who must Pursue a Astronaut in Berlin,"{'Commentaries', 'Deleted Scenes'}",5,"140,149,78,19,47",138.0,541.0,26
672,3.401765,149.5882,168.0,5,1,1.3667,17.99,PG-13,A Thrilling Yarn of a Dog And a Dog who must Build a Husband in A Baloon,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",6,"50,83,150,167,12,99",182.0,695.0,17
673,3.561429,130.5714,72.0,12,1,1.9667,19.99,PG-13,A Epic Saga of a Hunter And a Technical Writer who must Conquer a Cat in Ancient Japan,"{'Deleted Scenes', 'Behind the Scenes'}",9,"108,122,141,164,169,195,19,23,42",258.0,954.0,14
674,3.365,122.5,72.0,9,1,1.65,11.99,PG,A Unbelieveable Reflection of a Explorer And a Boat who must Conquer a Woman in California,"{'Commentaries', 'Trailers'}",7,"41,152,159,166,113,78,192",182.0,699.0,8
675,3.656667,101.8333,144.0,13,1,1.0,17.99,NC-17,A Beautiful Documentary of a Astronaut And a Crocodile who must Discover a Madman in A Monastery,"{'Commentaries', 'Behind the Scenes'}",2,"106,52",61.0,221.0,6
676,5.164348,132.7273,168.0,15,1,2.2833,16.99,PG-13,A Taut Yarn of a Hunter And a Astronaut who must Conquer a Database Administrator in The Sahara Desert,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",2,"66,90",64.0,216.0,23
677,1.846667,107.25,144.0,13,1,2.2667,25.99,NC-17,A Intrepid Story of a Boy And a Technical Writer who must Pursue a Lumberjack in A Monastery,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",5,"195,192,174,182,104",135.0,501.0,21
678,6.1775,144.9375,72.0,15,1,1.2833,23.99,G,A Touching Documentary of a Husband And a Boat who must Meet a Pastry Chef in A Baloon Factory,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",5,"41,51,85,93,168",141.0,526.0,16
679,3.615,124.3125,144.0,8,1,0.8333,17.99,PG,A Awe-Inspiring Reflection of a Crocodile And a Sumo Wrestler who must Meet a Forensic Psychologist in An Abandoned Mine Shaft,"{'Deleted Scenes', 'Trailers'}",7,"182,27,28,190,111,60,87",204.0,767.0,16
680,6.69,122.0,96.0,5,1,1.7167,21.99,PG,A Action-Packed Reflection of a Mad Scientist And a A Shark who must Find a Feminist in California,"{'Commentaries', 'Behind the Scenes'}",11,"80,93,192,143,152,154,159,21,45,111,113",309.0,1184.0,20
681,2.465714,120.35,96.0,15,1,1.6667,20.99,PG,A Stunning Drama of a Woman And a Lumberjack who must Overcome a A Shark in The Canadian Rockies,"{'Commentaries', 'Deleted Scenes'}",1,164,26.0,97.0,21
682,7.406667,153.0,96.0,8,1,2.2333,17.99,PG-13,A Thrilling Epistle of a Boy And a Boat who must Find a Student in Soviet Georgia,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",5,"120,192,190,26,27",149.0,541.0,12
683,5.913077,107.8077,120.0,7,1,1.0,19.99,NC-17,A Boring Panorama of a Feminist And a Moose who must Defeat a Database Administrator in Nigeria,{'Commentaries'},5,"39,125,134,65,177",142.0,514.0,26
684,4.132857,107.8571,96.0,10,1,2.8833,11.99,NC-17,A Epic Saga of a Cat And a Squirrel who must Outgun a Robot in A U-Boat,{'Commentaries'},5,"161,177,184,129,196",148.0,560.0,7
685,5.101111,81.2222,144.0,13,1,2.2,10.99,PG-13,A Thrilling Panorama of a Man And a Woman who must Reach a Woman in Australia,"{'Commentaries', 'Trailers'}",5,"149,168,3,57,126",137.0,535.0,9
686,5.5525,101.125,120.0,13,1,1.4,9.99,R,A Action-Packed Reflection of a Car And a Moose who must Outgun a Car in A Shark Tank,{'Behind the Scenes'},7,"98,105,115,136,21,83,92",215.0,813.0,16
687,1.682308,119.9615,144.0,6,1,2.3,15.99,NC-17,A Intrepid Yarn of a Frisbee And a Dog who must Build a Astronaut in A Baloon Factory,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",5,"80,106,143,5,42",150.0,545.0,26
688,1.378889,115.5556,144.0,3,1,1.0167,12.99,PG,A Boring Character Study of a Database Administrator And a Lumberjack who must Reach a Madman in The Outback,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",10,"14,22,25,26,137,62,80,147,155,173",283.0,1122.0,18
689,3.878333,110.5294,120.0,9,1,2.2833,14.99,PG,A Intrepid Story of a Madman And a Frisbee who must Outgun a Boat in The Sahara Desert,{'Commentaries'},6,"193,199,39,52,59,78",145.0,573.0,18
690,3.411053,132.9474,168.0,2,1,3.0833,25.99,PG-13,A Stunning Drama of a Teacher And a Boat who must Battle a Feminist in Ancient China,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",3,"95,134,143",84.0,306.0,19
691,5.931176,128.3529,144.0,15,1,2.65,29.99,PG-13,A Thoughtful Epistle of a Womanizer And a Monkey who must Vanquish a Dentist in A Monastery,{'Commentaries'},6,"139,120,197,4,7,23",182.0,696.0,17
692,4.535455,100.2727,72.0,2,1,2.9833,10.99,G,A Beautiful Story of a Dog And a Technical Writer who must Outgun a Student in A Baloon,{'Behind the Scenes'},6,"6,103,145,167,81,191",170.0,634.0,11
693,4.284118,122.5882,120.0,2,1,1.9167,16.99,PG,A Thrilling Epistle of a Frisbee And a Cat who must Fight a Technical Writer in Berlin,"{'Commentaries', 'Trailers'}",7,"190,140,165,108,119,128,131",206.0,792.0,17
694,5.79,131.75,144.0,4,1,1.6333,15.99,PG-13,A Epic Saga of a Boy And a Dentist who must Outrace a Madman in A U-Boat,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",10,"109,169,10,33,37,185,59,64,65,77",277.0,1087.0,20
695,5.847143,105.2857,144.0,8,1,2.4,12.99,PG,A Fateful Panorama of a Technical Writer And a Moose who must Battle a Robot in Soviet Georgia,{'Behind the Scenes'},5,"27,118,138,182,190",133.0,518.0,7
696,1.1775,79.3333,144.0,2,1,1.9,20.99,NC-17,A Thoughtful Drama of a A Shark And a Forensic Psychologist who must Vanquish a Student in Ancient India,{'Deleted Scenes'},4,"108,128,39,157",124.0,471.0,16
697,1.36037,105.4444,168.0,1,1,0.8833,16.99,G,A Fateful Documentary of a Pastry Chef And a Butler who must Build a Dog in The Canadian Rockies,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",7,"150,53,66,89,9,25,37",200.0,756.0,27
698,5.286667,126.6923,72.0,6,1,1.1833,29.99,NC-17,A Thrilling Yarn of a Pastry Chef And a Monkey who must Battle a Monkey in A Shark Tank,"{'Deleted Scenes', 'Trailers'}",5,"154,164,179,132,58",137.0,527.0,27
699,5.39,118.2,168.0,10,1,1.7667,26.99,PG,A Stunning Story of a Technical Writer And a Hunter who must Succumb a Secret Agent in A Baloon,{'Trailers'},5,"92,93,176,44,111",151.0,563.0,5
700,3.899091,87.6364,96.0,8,1,1.9167,13.99,R,A Stunning Saga of a Mad Scientist And a Boat who must Overcome a Dentist in Ancient China,"{'Deleted Scenes', 'Trailers'}",7,"101,109,112,113,21,31,39",180.0,742.0,11
702,4.556667,121.7931,96.0,11,1,1.4833,12.99,G,A Unbelieveable Display of a Dog And a Crocodile who must Outrace a Man in Nigeria,"{'Behind the Scenes', 'Trailers'}",7,"140,144,21,59,101,108,130",215.0,806.0,30
703,5.865,109.0,144.0,2,1,1.6667,18.99,PG,A Fast-Paced Tale of a Pastry Chef And a Boat who must Face a Frisbee in The Canadian Rockies,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",7,"115,137,10,39,151,61,84",187.0,770.0,8
704,5.8025,141.6667,72.0,5,1,2.0167,25.99,NC-17,A Thoughtful Documentary of a Student And a Madman who must Challenge a Squirrel in A Manhattan Penthouse,"{'Deleted Scenes', 'Trailers'}",2,"74,24",52.0,194.0,16
705,4.297692,95.3846,96.0,9,1,1.4667,9.99,R,A Boring Display of a Pastry Chef And a Sumo Wrestler who must Discover a Frisbee in An Abandoned Amusement Park,"{'Commentaries', 'Deleted Scenes'}",8,"38,48,98,129,190,156,170,174",205.0,810.0,13
706,6.217273,127.2857,120.0,7,1,2.7167,22.99,PG,A Astounding Story of a Girl And a Boy who must Challenge a Composer in New Orleans,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",6,"139,143,66,68,87,195",173.0,642.0,22
707,3.89,102.05,120.0,1,1,2.95,29.99,R,A Fateful Drama of a Husband And a Sumo Wrestler who must Battle a Pastry Chef in A Baloon Factory,{'Behind the Scenes'},5,"35,117,57,62,73",133.0,492.0,20
708,6.3025,106.4375,96.0,6,1,1.8667,19.99,R,A Thoughtful Story of a Pioneer And a Woman who must Reach a Moose in Australia,"{'Behind the Scenes', 'Trailers'}",4,"147,178,190,192",110.0,408.0,16
709,3.212222,113.5,168.0,7,1,2.45,19.99,NC-17,A Emotional Display of a Monkey And a Waitress who must Reach a Secret Agent in California,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",6,"193,11,49,55,76,80",154.0,598.0,18
710,6.305789,102.0,96.0,8,1,2.0,18.99,R,A Fast-Paced Saga of a Astronaut And a Secret Agent who must Escape a Hunter in An Abandoned Amusement Park,"{'Behind the Scenes', 'Trailers'}",7,"81,142,172,98,117,125,127",216.0,782.0,19
711,6.528462,114.5385,96.0,14,1,2.5667,18.99,R,A Astounding Display of a Secret Agent And a Technical Writer who must Escape a Mad Scientist in A Jet Boat,"{'Commentaries', 'Deleted Scenes'}",3,"85,19,192",85.0,310.0,13
714,3.545556,126.2222,144.0,14,1,1.2167,29.99,NC-17,A Fateful Drama of a Frisbee And a Student who must Confront a Cat in A Shark Tank,{'Trailers'},13,"52,57,65,100,115,200,161,166,182,4,20,36,45",353.0,1384.0,9
715,6.656667,98.5926,72.0,8,1,2.45,25.99,PG,A Insightful Documentary of a Hunter And a Dentist who must Confront a Crocodile in A Baloon,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",4,"26,36,120,183",108.0,411.0,27
